textPayload,insertId,resource.type,resource.labels.task_name,resource.labels.job_id,resource.labels.project_id,timestamp,severity,logName,receiveTimestamp,jsonPayload.pathname,jsonPayload.created,jsonPayload.lineno,jsonPayload.message,jsonPayload.levelname,"labels.""compute.googleapis.com/zone""","labels.""ml.googleapis.com/job_id/log_area""","labels.""compute.googleapis.com/resource_name""","labels.""ml.googleapis.com/trial_id""","labels.""compute.googleapis.com/resource_id"""
,opf6s8fzzw6yh,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:02:05.934576034Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:02:09.862053111Z,/root/.local/lib/python2.7/site-packages/trainer/model.py,1559404925.934576,267,Train Start: 2019-06-01 16:02:05,INFO,us-east1-c,tensorflow,cmle-training-8768946396881493982,500,5980542529355849264
,opf6s8fzzw6yg,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:02:05.667277097Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:02:09.862053111Z,/root/.local/lib/python2.7/site-packages/sh.py,1559404925.667277,628,"<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r gs://recommendation-try/data/u.data /tmp/ffe401c3-e582-4a31-9bd7-27500e38295a/u.data', pid 401>: process completed",INFO,us-east1-c,sh.command,cmle-training-8768946396881493982,500,5980542529355849264
,opf6s8fzzw6yf,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:02:04.308144092Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:02:09.862053111Z,/root/.local/lib/python2.7/site-packages/sh.py,1559404924.308144,628,"<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r gs://recommendation-try/data/u.data /tmp/ffe401c3-e582-4a31-9bd7-27500e38295a/u.data', pid 401>: process started",INFO,us-east1-c,sh.command,cmle-training-8768946396881493982,500,5980542529355849264
,opf6s8fzzw6ye,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:02:04.300251007Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:02:09.862053111Z,/root/.local/lib/python2.7/site-packages/sh.py,1559404924.300251,628,<Command u'/tools/google-cloud-sdk/bin/gsutil cp -r gs://recommendation-try/data/u.data /tmp/ffe401c3-e582-4a31-9bd7-27500e38295a/u.data'>: starting process,INFO,us-east1-c,sh.command,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljum,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.885711908Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,tensorflow/stream_executor/dso_loader.cc,1559404915.885712,135,successfully opened CUDA library libcurand.so.8.0 locally,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljul,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.885417938Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,tensorflow/stream_executor/dso_loader.cc,1559404915.885418,135,successfully opened CUDA library libcuda.so.1 locally,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljuk,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.884263992Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,tensorflow/stream_executor/dso_loader.cc,1559404915.884264,135,successfully opened CUDA library libcufft.so.8.0 locally,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljuj,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.882967948Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,tensorflow/stream_executor/dso_loader.cc,1559404915.882968,135,successfully opened CUDA library libcudnn.so.5 locally,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljui,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.881747007Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,tensorflow/stream_executor/dso_loader.cc,1559404915.881747,135,successfully opened CUDA library libcublas.so.8.0 locally,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljuh,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.695724010Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.695724,479,Running command: python -m trainer.task --hypertune --gcs-bucket gs://recommendation-try --train-file data/u.data --verbose-logging --unobs_weight 4.999754482479231 --latent_factors 50 --regularization 6.7885674000485032 --feature_wt_factor 180.7071667157112 --job-dir gs://recommendation-try/jobs/wals_ml_tune_20190530_044150/500,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljug,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.621654987Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.621655,325,Successfully installed sh-1.12.14 wals-ml-engine-0.1,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljuf,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.608685970Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.608686,325,"      Successfully uninstalled wals-ml-engine-0.1",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljue,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.607877969Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.607878,325,"    Uninstalling wals-ml-engine-0.1:",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljud,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.604628086Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.604628,325,"  Found existing installation: wals-ml-engine 0.1",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljuc,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.579057931Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.579058,325,"Installing collected packages: sh, wals-ml-engine",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljub,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.010018110Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.010018,325,Successfully built wals-ml-engine,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljua,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.004304885Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.004305,325,"  Stored in directory: /root/.cache/pip/wheels/c3/f5/39/320f12d0c0893f1c6b99a43f7a9dc7a2017cd3137bf45db867",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju9,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:55.003880023Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404915.00388,325,"  Building wheel for wals-ml-engine (setup.py): finished with status 'done'",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju8,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.990392923Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.990393,61,adding 'wals_ml_engine-0.1.dist-info/RECORD',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju7,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.990053892Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.990054,61,adding 'wals_ml_engine-0.1.dist-info/METADATA',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju6,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.989753007Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.989753,61,adding 'wals_ml_engine-0.1.dist-info/WHEEL',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju5,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.989434003Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.989434,61,adding 'wals_ml_engine-0.1.dist-info/top_level.txt',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju4,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.989129066Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.989129,61,adding 'wals_ml_engine-0.1.dist-info/metadata.json',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju3,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.988794088Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.988794,61,adding 'wals_ml_engine-0.1.dist-info/DESCRIPTION.rst',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju2,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.988368034Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.988368,61,adding 'trainer/model.py',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju1,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.987668037Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.987668,61,adding 'trainer/wals.py',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12olju0,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.987159967Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.98716,61,adding 'trainer/__init__.py',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtz,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.986776113Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.986776,61,adding 'trainer/task.py',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljty,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.986211061Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.986211,61,adding 'trainer/util.py',INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtx,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.985394001Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/usr/local/lib/python2.7/dist-packages/wheel/archive.py,1559404914.985394,34,creating '/tmp/pip-wheel-6jLKKG/wals_ml_engine-0.1-cp27-none-any.whl' and adding '.' to it,INFO,us-east1-c,wheel,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtw,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.750118017Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404914.750118,325,"  Building wheel for wals-ml-engine (setup.py): started",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtv,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.749669075Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404914.749669,325,Building wheels for collected packages: wals-ml-engine,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtu,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.708050012Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404914.70805,325,"  Downloading https://files.pythonhosted.org/packages/4a/22/17b22ef5b049f12080f5815c41bf94de3c229217609e469001a8f80c1b3d/sh-1.12.14-py2.py3-none-any.whl",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtt,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.531415939Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404914.531416,325,Collecting sh (from wals-ml-engine==0.1),INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljts,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.294684886Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404914.294685,325,Processing ./wals_ml_engine-0.1.tar.gz,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtr,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:54.260409116Z,ERROR,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404914.260409,325,"DEPRECATION: Python 2.7 will reach the end of its life on January 1st, 2020. Please upgrade your Python as Python 2.7 won't be maintained after that date. A future version of pip will drop support for Python 2.7.",ERROR,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtq,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.926717996Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404913.926718,479,Running command: pip install --user wals_ml_engine-0.1.tar.gz,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtp,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.678282022Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404913.678282,325,Successfully installed wals-ml-engine-0.1,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljto,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.663970947Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404913.663971,325,Installing collected packages: wals-ml-engine,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtn,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.663757085Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404913.663757,325,Successfully built wals-ml-engine,INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
,tyvbhzg12oljtm,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-06-01T16:01:53.658951044Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-06-01T16:01:58.669374897Z,/runcloudml.py,1559404913.658951,325,"  Stored in directory: /root/.cache/pip/wheels/c3/f5/39/320f12d0c0893f1c6b99a43f7a9dc7a2017cd3137bf45db867",INFO,us-east1-c,root,cmle-training-8768946396881493982,500,5980542529355849264
